2012,2013,2014,2015,2016,2017,2018,2019,2020,Código,Nombre del indicador,Nombre,Fuente,Unidades,Dirección,Observaciones,Datos faltantes,Periodo inicial,Periodo final,Máximo,Mínimo,Máx teórico,Min teórico,Meta PNUD,Meta MML,Periodo meta,Instrumental al territorio,Instrumental a la MML,Instrumental,ODS1,ODS2,ODS meta,Territorio,Abreviatura,control_corrupcion,estado_de_derecho,Meta
0.8632419057558138,0.8704,0.8626262015832822,0.8574910669964361,0.8605016511869418,0.8592,0.8638617161024997,0.86,0.8607750799326936,var19,Desnutrición crónica de niños/as menores de 5 años ,Desnutrición crónica de niños/as menores de 5 años ,ENAHO - INEI,Porcentaje,-,6,1.0,2013,2019,5.31361662544549,3.7,0.9,0.1,0.88,,2030,instrumental,instrumental,1,2,,2.2,Provincia de Lima,desn_croni,0.4314421111815854,0.3855436118025528,0.88
0.8944,0.8992,0.8992,0.8976000000000001,0.8976000000000001,0.8984,0.8976000000000001,0.8976000000000001,0.8978391650944033,var20,Tasa de desnutrición aguda entre las niñas y niños menores de 5 años (OMS),Tasa de desnutrición aguda entre las niñas y niños menores de 5 años (OMS),ODS-INEI,Porcentaje,-,9,,2010,2019,0.7,0.1,0.9,0.1,,0.9,2030,instrumental,instrumental,1,2,,2.2,Provincia de Lima,desn_aguda,0.4314421111815854,0.3855436118025528,0.9
0.2888,0.3096,0.3032,0.3072,0.3088,0.3112,0.3144,0.2736,0.3026736049748777,var22,Prevalencia de anemia en niñas y niños de 6 a 59 meses de edad,Prevalencia de anemia en niñas y niños de 6 a 59 meses de edad,ENAHO - INEI,Porcentaje,+,10,,2009,2019,29.5,18.5,0.9,0.1,,0.2448,2030,instrumental,instrumental,1,2,,2.2,Lima Metropolitana,prev_anemi,0.4314421111815854,0.3855436118025528,0.2448
0.1857142857142857,0.3285714285714285,0.3,0.1,0.4142857142857143,0.5,0.1857142857142857,0.2142857142857143,0.3571428571428571,var23,Número de muertes maternas directas,Número de muertes maternas directas,Drección General de Epidemiología - MINSA,Número,-,8,,2012,2020,28.0,14.0,0.9,0.1,,0.9,2030,instrumental,instrumental,1,3,,3.1,Provincia de Lima,muer_direc,0.4314421111815854,0.3855436118025528,0.9
0.275609756097561,0.5487804878048781,0.5487804878048781,0.4902439024390244,0.4707317073170731,0.5487804878048781,0.5878048780487805,0.5878048780487805,0.1,var24,Número de muertes maternas indirectas,Número de muertes maternas indirectas,Drección General de Epidemiología - MINSA,Número,-,8,,2012,2020,41.0,16.0,0.9,0.1,,0.9,2030,instrumental,instrumental,1,3,,3.1,Provincia de Lima,muer_indire,0.4314421111815854,0.3855436118025528,0.9
0.8936000000000001,0.8976000000000001,0.892,0.8944,0.896,0.8968,0.896,0.8976000000000001,0.8975969490021072,var25,Porcentaje de partos con personal de salud calificada,Porcentaje de partos con personal de salud calificada,ENDES INEI,Porcentaje,+,10,,2009,2019,99.7,99.0,0.9,0.1,,0.9,2030,instrumental,instrumental,1,3,,3.1,Lima Metropolitana,parto_pers,0.4314421111815854,0.3855436118025528,0.9
0.8857684658928399,0.8848047176168798,0.8816,0.8856,0.888,0.8904,0.8816,0.86,0.8752240356550374,var26,Porcentaje de partos institucionales ,Porcentaje de partos institucionales ,ENDES INEI,Porcentaje,+,5,,2014,2019,98.8,95.0,0.9,0.1,,0.9,2030,instrumental,instrumental,1,3,,3.1,Lima Metropolitana,parto_inst,0.4314421111815854,0.3855436118025528,0.9
0.8928,0.8912,0.892,0.892,0.8923194300685964,0.892,0.892,0.8923198863285506,0.8936000000000001,var27,Mortalidad neonatal por cada 1000 nacidos vivos,Mortalidad neonatal por cada 1000 nacidos vivos,ENDES INEI,Porcentaje,-,11,2.0,2009,2020,11.0,8.0,0.9,0.1,,0.9,2030,instrumental,instrumental,1,3,,3.2,Urbano Perú,mort_neon,0.4314421111815854,0.3855436118025528,0.9
0.4123018042646255,0.3447238928376162,0.289611809732094,0.1253690541279387,0.2036632039365773,0.3821213778020776,0.2288135593220339,0.1,0.1497593815053237,var28,"Casos de infección por VIH notificados, según sexo, año de diagnóstico y departamento Total","Casos de infección por VIH notificados, según sexo, año de diagnóstico y departamento Total",Drección General de Epidemiología - MINSA,Número,-,19,,2000,2019,3658.0,1870.0,0.9,0.1,0.6920174958993985,,2030,instrumental,colateral,0,3,,3.3,Provincia de Lima,VIH_total,0.4314421111815854,0.3855436118025528,0.6920174958993985
0.4424892703862662,0.475107296137339,0.4098712446351932,0.2811158798283262,0.3866952789699571,0.4742489270386266,0.371244635193133,0.3875536480686695,0.3898388251281635,var29,"Casos de infección por VIH notificados, según sexo, año de diagnóstico y departamento mujer","Casos de infección por VIH notificados, según sexo, año de diagnóstico y departamento mujer",Drección General de Epidemiología - MINSA,Número,-,16,,2003,2019,932.0,495.0,0.9,0.1,0.7669527896995708,,2030,instrumental,colateral,0,3,5.0,3.3,Provincia de Lima,VIH_muje,0.4314421111815854,0.3855436118025528,0.7669527896995708
0.3628019323671497,0.3821256038647344,0.4053140096618358,0.4246376811594203,0.4285024154589373,0.4400966183574879,0.4323671497584541,0.4478260869565218,0.4473370032515489,var32,Incidencia de la tuberculosis por cada 100 mil habitantes,Incidencia de la tuberculosis por cada 100 mil habitantes,ODS - INEI,Tasa,-,16,,2003,2019,207.0,117.0,0.9,0.1,0.6905146056991707,,2030,instrumental,instrumental,1,3,,3.3,Lima,inci_tuber,0.4314421111815854,0.3855436118025528,0.6905146056991707
0.8491537019441162,0.8338276509473672,0.8080337564713769,0.9,0.9,0.9,0.1,0.3666666666666667,0.6333333333333334,var33,Casos notificados de malaria,Casos notificados de malaria,Drección General de Epidemiología - MINSA,Número,-,5,,2015,2020,3.0,0.0,0.9,0.1,,0.9,2030,instrumental,colateral,0,3,,3.3,Provincia de Lima,caso_mala,0.4314421111815854,0.3855436118025528,0.9
0.86,0.852,0.852,0.844,0.844,0.844,0.844,0.852,0.8441344299290847,var34,Incidencia de la hepatitis B por cada 100 mil habitantes,Incidencia de la hepatitis B por cada 100 mil habitantes,ODS - INEI,Tasa,-,16,,2003,2019,7.0,4.0,0.9,0.1,,0.9,2030,instrumental,colateral,0,3,,3.3,Lima,inci_hepat,0.4314421111815854,0.3855436118025528,0.9
0.8454302361027715,0.8487917164719079,0.8456,0.8583999999999999,0.856,0.8728,0.864,0.8664,0.8719443808525682,var37,Personas de 15 y más años de edad con trastorno por consumo de alcohol en los últimos 12 meses,Personas de 15 y más años de edad con trastorno por consumo de alcohol en los últimos 12 meses,ENDES INEI,Porcentaje,-,5,,2014,2019,6.8,3.4,0.9,0.1,,0.8832,2030,instrumental,colateral,0,3,,3.5,Lima Metropolitana,trans_alcoh,0.4314421111815854,0.3855436118025528,0.8832
0.8542857142857143,0.8611428571428571,0.8577142857142858,0.8028571428571428,0.852,0.8565714285714287,0.8439413002899272,0.8439413216466036,0.8439413427493676,var38,Tasa de fallecidos por accidentes de tránsito,Tasa de fallecidos por accidentes de tránsito,ODS - INEI (Censo Nacional de Comisaria),Porcentaje,-,6,,2011,2017,8.5,3.4,0.9,0.1,0.8782857142857143,,2030,instrumental,instrumental,1,3,11.0,3.6,Provincia de Lima,acci_vial,0.4314421111815854,0.3855436118025528,0.8782857142857143
0.5144000000000001,0.5104000000000001,0.5176000000000001,0.5264,0.5344,0.5792,0.568,0.5808,0.5923567119874922,var39,Mujeres de 15 a 49 años de edad que practican la planificación familiar con métodos modernos,Mujeres de 15 a 49 años de edad que practican la planificación familiar con métodos modernos,ENDES INEI,Porcentaje,+,8,,2011,2019,60.1,51.1,0.9,0.1,0.7056,,2030,instrumental,instrumental,1,3,5.0,3.7,Lima Metropolitana,plani_fami,0.4314421111815854,0.3855436118025528,0.7056
0.5688,0.5984,0.6336,0.6584,0.6816,0.6896,0.6824,0.6952,0.68392,var40,Proporción de la población con seguro de salud,Proporción de la población con seguro de salud -todo tipo,ODS - INEI,Porcentaje,+,12,,2007,2019,74.4,45.1,0.9,0.1,0.9,,2030,instrumental,instrumental,1,3,,3.8,Provincia de Lima,pobl_segur,0.4314421111815854,0.3855436118025528,0.9
0.1712,0.1632,0.1608,0.16,0.1632,0.1648,0.1664,0.1648,0.14544,var41,Proporción asignado en salud del gasto real promedio per cápita mensual,Proporción asignado en salud del gasto real promedio per cápita mensual,ENAHO - INEI,Porcentaje,+,13,,2007,2020,9.0,5.68,0.9,0.1,,0.1616,2030,instrumental,colateral,0,3,,3.8,Lima Metropolitana,segur_gasto,0.4314421111815854,0.3855436118025528,0.1616
0.8791970883270039,0.8791973771257915,0.8776,0.8776,0.8792,0.8808,0.8808,0.8792007053860198,0.8792009920518645,var42,Proporción de personas de 15 y más años de edad que fuman diariamente,Proporción de personas de 15 y más años de edad que fuman diariamente,ENDES INEI,Porcentaje,-,4,,2014,2018,2.8,2.4,0.9,0.1,,0.8912,2030,colateral,colateral,0,3,,3.a,ENDES,perso_fuma,0.4314421111815854,0.3855436118025528,0.8912
0.7676154157173086,0.7708979033540763,0.7747008672882961,0.7771921523300424,0.7793656113199697,0.7815538303405222,0.7839689853125439,0.7860745822274318,0.7896486193273233,var43,Número de habitantes por cada médico,Número de habitantes por cada médico,ENAHO - INEI,Razón,-,10,,2009,2019,270.05998476770753,219.4488359844096,0.9,0.1,,0.8148604802076574,2030,instrumental,instrumental,1,3,,3.c,Lima,habit_medi,0.4314421111815854,0.3855436118025528,0.8148604802076574
0.5816784087853734,0.5906603714043618,0.6005259167038113,0.6089245308417619,0.6151159277446304,0.6204678140555133,0.6226841773227687,0.6261231535383175,0.6302208736917123,var44,Número de habitantes por cada enfermera,Número de habitantes por cada enfermera,ENAHO - INEI,Razón,-,10,,2009,2019,368.0444656647015,295.7869941786171,0.9,0.1,,0.6990740740740741,2030,instrumental,instrumental,1,3,,3.c,Lima,habit_enfer,0.4314421111815854,0.3855436118025528,0.6990740740740741
0.4892679470817503,0.4709379548397432,0.5460903229535489,0.5897717061038416,0.5448000000000001,0.5310184031582352,0.500634706473555,0.4592,0.4337778879783727,var45,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado primaria participantes en evaluación censal) en comprensión de texto,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado primaria participantes en evaluación censal) en comprensión de texto,Escale - MINEDU,Porcentaje,+,10,2.0,2009,2019,61.221463262980194,26.6,0.9,0.1,0.6388,,2030,instrumental,instrumental,1,4,,4.1,Lima Metropolitana,apre2p_compr,0.4314421111815854,0.3855436118025528,0.6388
0.2546155786981854,0.2861260050852005,0.3504375682940408,0.3317645670037515,0.376,0.336567410004605,0.2975788943498152,0.244,0.2067590459465158,var46,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado primaria participantes en evaluación censal) en matemáticas,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado primaria participantes en evaluación censal) en matemáticas,Escale - MINEDU,Porcentaje,+,10,2.0,2009,2019,34.5,8.012486575206767,0.9,0.1,0.376,,2030,instrumental,instrumental,1,4,,4.1,Lima Metropolitana,apre2p_mate,0.4314421111815854,0.3855436118025528,0.376
0.2861913093669272,0.2861913236953057,0.2861913379383622,0.2895999999999999,0.2752,0.2861913801557421,0.3,0.28,0.2861914215988861,var47,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado secundaria participantes en evaluación censal) en comprensión de texto,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado secundaria participantes en evaluación censal) en comprensión de texto,Escale - MINEDU,Porcentaje,+,4,1.0,2015,2019,25.0,21.9,0.9,0.1,0.37,,2030,instrumental,instrumental,1,4,,4.1,Lima Metropolitana,apre2s_compr,0.4314421111815854,0.3855436118025528,0.37
0.195054190297796,0.2011573649944722,0.2074482927948153,0.2144,0.2216,0.2370595767277663,0.2616,0.2992,0.3335516978671222,var48,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado secundaria participantes en evaluación censal) en matemáticas,Alumnos que logran los aprendizajes del grado (% de alumnos de 2º grado secundaria participantes en evaluación censal) en matemáticas,Escale - MINEDU,Porcentaje,+,4,1.0,2015,2019,24.9,14.3,0.9,0.1,0.3987999999999999,,2030,instrumental,instrumental,1,4,,4.1,Lima Metropolitana,apre2s_mate,0.4314421111815854,0.3855436118025528,0.3987999999999999
0.1807104407677582,0.1893714085325489,0.1899098764531143,0.1901420133968002,0.1905271305755494,0.1908319395635926,0.1909052136944334,0.1912520190738325,0.18776,var49,Promedio de años de estudio alcanzado por la población de 15 y más años de edad,Promedio de años de estudio alcanzado por la población de 15 y más años de edad,ENAHO - INEI,años,+,13,,2007,2020,11.406502384229062,10.088805095969782,0.9,0.1,,0.196,2030,instrumental,colateral,1,4,,4.1,Provincia de Lima,prom_estu,0.4314421111815854,0.3855436118025528,0.196
0.7863092946977613,0.7619959313606726,0.8279448109648556,0.8085895952815401,0.8153441391766666,0.8429651805424023,0.8449537980749648,0.8608186536118245,0.8671550551684817,var54,"Tasa neta de matrícula, educación inicial (% de población con edades 3-5)","Tasa neta de matrícula, educación inicial (% de población con edades 3-5)",Escale - MINEDU,Porcentaje,+,7,,2012,2019,95.10233170147806,82.74949142008407,0.9,0.1,,0.9,2030,instrumental,colateral,1,4,,4.2,Lima Metropolitana,matr5_educ,0.4314421111815854,0.3855436118025528,0.9
0.8408947101710265,0.8284315605474554,0.8494073494107436,0.8087788297944153,0.8310173860604624,0.8566803647249187,0.8480376389833248,0.8674496367860737,0.8652708760517918,var55,"Tasa total de asistencia, edades de 3 a 5 años (% del total)","Tasa total de asistencia, edades de 3 a 5 años (% del total)",Escale - MINEDU,Porcentaje,+,16,,2003,2019,95.9312045982592,76.54598224099307,0.9,0.1,,0.9,2030,instrumental,colateral,1,4,,4.2,Lima Metropolitana,asist5_educ,0.4314421111815854,0.3855436118025528,0.9
0.5940077424983188,0.5978656634133633,0.594453632855334,0.5943760867062879,0.6080435954756669,0.6186480313577241,0.6316467045915802,0.6333333333333333,0.6125944881290621,var56,Docentes del sistema educativo del sector público,Docentes del sistema educativo del sector público,Escale - MINEDU,Número,+,11,,2008,2019,55021.0,50964.0,0.9,0.1,,0.7192641597450671,2030,instrumental,colateral,1,4,,4.2,Provincia de Lima,doce_publ,0.4314421111815854,0.3855436118025528,0.7192641597450671
0.3319999999999999,0.3416,0.36,0.3512,0.3816,0.3583999999999999,0.3728,0.3552,0.32288,var58,Tasa de asistencia a educación superior de la población de 17 a 24 años de edad,Tasa de asistencia a educación superior de la población de 17 a 24 años de edad,ODS - INEI,Porcentaje,+,14,,2005,2019,35.2,19.9,0.9,0.1,0.516,,2030,instrumental,colateral,1,4,,4.3,Provincia de Lima,asist24_educ,0.4314421111815854,0.3855436118025528,0.516
0.4270617434379321,0.4588505068622928,0.6066969895202738,0.6184636995442168,0.6144541072417908,0.4923955563665755,0.5866441246979259,0.631574218082139,0.5948077195822673,var60,"Índice de paridad de género del porcentaje de docentes con título pedagógico, superior no universitaria (proporción de mujeres con respecto a hombres)","Índice de paridad de género del porcentaje de docentes con título pedagógico, superior no universitaria (proporción de mujeres con respecto a hombres)",Escale - MINEDU,Razón,+,9,,2011,2020,1.3289355452053475,0.8176543585948302,0.9,0.1,0.5,,2030,instrumental,colateral,0,4,5.0,4.5,Lima Metropolitana,parid_docen,0.4314421111815854,0.3855436118025528,0.5
0.883904809696627,0.8833746014737447,0.8814035208563721,0.8835851042660142,0.8835144184199679,0.884353762036851,0.8649850800917255,0.883259930735036,0.8806224985031008,var61,Tasa de analfabetismo (% del grupo de edades 15 a más),Tasa de analfabetismo (% del grupo de edades 15 a más),Escale - MINEDU,Porcentaje,-,16,,2003,2019,4.376864988534322,1.955779745393628,0.9,0.1,,0.9,2030,instrumental,instrumental,1,4,,4.6,Lima Metropolitana,tasa_analfa,0.4314421111815854,0.3855436118025528,0.9
0.8690660321237359,0.8896000000000001,0.889289871944121,0.8547333599999999,0.8354356000000001,0.8455301455301456,0.8458897094726561,0.859493670886076,0.8629176349103567,var62,Porcentaje de locales escolares públicos que cuentan con alumbrado eléctrico por red pública,Porcentaje de locales escolares públicos que cuentan con alumbrado eléctrico por red pública,Escale - MINEDU,Porcentaje,+,16,,2003,2019,98.7,91.92945,0.9,0.1,,0.9,2030,instrumental,instrumental,1,4,11.0,4.a,Lima Metropolitana,escue_luz,0.4314421111815854,0.3855436118025528,0.9
0.8495538370017846,0.8496,0.8403958090803261,0.8220892000000001,0.80892576,0.8118503118503119,0.8034338989257817,0.7945147679324894,0.8164161936251446,var63,Porcentaje de locales escolares públicos en que se obtiene agua directamente de la red pública dentro del local,Porcentaje de locales escolares públicos en que se obtiene agua directamente de la red pública dentro del local,Escale - MINEDU,Porcentaje,+,16,,2003,2019,93.7,82.83362727807172,0.9,0.1,,0.9,2030,instrumental,instrumental,1,4,11.0,4.a,Lima Metropolitana,escue_agua,0.4314421111815854,0.3855436118025528,0.9
0.8267102914931588,0.8664,0.8669383003492434,0.8560392,0.8474077600000001,0.8584199584199584,0.857127990722656,0.878902953586498,0.8686115200332125,var64,Porcentaje de locales escolares públicos en que el baño o servicio higiénico está conectado a la red pública de desague dentro del local o a un pozo séptico,Porcentaje de locales escolares públicos en que el baño o servicio higiénico está conectado a la red pública de desague dentro del local o a un pozo séptico,Escale - MINEDU,Porcentaje,+,16,,2003,2019,97.36286919831224,84.37869822485207,0.9,0.1,,0.9,2030,instrumental,instrumental,1,4,11.0,4.a,Lima Metropolitana,escue_baño,0.4314421111815854,0.3855436118025528,0.9
0.6924763443341796,0.6499451634130292,0.6947425592005214,0.7035660800000001,0.74652568,0.7524105421041355,0.8061414794921872,0.7813486982501068,0.8142915179601786,var66,"Porcentaje de escuelas que cuentan con acceso a Internet, primaria (% del total)","Porcentaje de escuelas que cuentan con acceso a Internet, primaria (% del total)",Escale - MINEDU,Porcentaje,+,16,,2003,2019,88.2676849365234,2.5142857142857142,0.9,0.1,,0.9,2030,instrumental,colateral,1,4,,4.a,Lima Metropolitana,prima_inter,0.4314421111815854,0.3855436118025528,0.9
0.7666146036704413,0.7481927710843373,0.7711764705882355,0.77913672,0.8094932,0.8083304042179262,0.8506412353515624,0.8199723087573556,0.843719349183059,var67,"Porcentaje de escuelas que cuentan con acceso a Internet, secundaria (% del total)","Porcentaje de escuelas que cuentan con acceso a Internet, secundaria (% del total)",Escale - MINEDU,Porcentaje,+,16,,2003,2019,93.8301544189453,9.43952802359882,0.9,0.1,,0.9,2030,instrumental,colateral,1,4,,4.a,Lima Metropolitana,secun_inter,0.4314421111815854,0.3855436118025528,0.9
0.8190261404149716,0.8356378679395386,0.8190582320495923,0.812,0.812,0.8200000000000001,0.8200000000000001,0.8296386562710563,0.8267344348566343,var68,"Relación alumnos-computadoras, primaria (número de alumnos)","Relación alumnos-computadoras, primaria (número de alumnos)",Escale - MINEDU,Porcentaje,-,17,,2003,2020,57.0,8.045266507557667,0.9,0.1,,0.844,2030,instrumental,colateral,1,4,,4.a,Lima Metropolitana,prima_compu,0.4314421111815854,0.3855436118025528,0.844
0.8412630198084748,0.837032124780498,0.8432040168780128,0.8360000000000001,0.8360000000000001,0.844,0.844,0.852,0.8523672865924831,var69,"Ratio alumnos por computadora, secundaria (número de alumnos)","Ratio alumnos por computadora, secundaria (número de alumnos)",Escale - MINEDU,Porcentaje,-,17,,2003,2020,37.0,5.954089175939615,0.9,0.1,,0.884,2030,instrumental,colateral,1,4,,4.a,Lima Metropolitana,secun_compu,0.4314421111815854,0.3855436118025528,0.884
0.6480604865220249,0.5392062537582681,0.5315911730545877,0.4853403141361256,0.4779527559055118,0.4247648902821317,0.5224956063268893,0.4057251908396947,0.372636815920398,var70,"Porcentaje de docentes nombrados en instituciones públicas, superior no universitaria (% del total)","Porcentaje de docentes nombrados en instituciones públicas, superior no universitaria (% del total)",Escale - MINEDU,Porcentaje,+,9,,2011,2020,68.50756081525311,34.079601990049746,0.9,0.1,,0.9,2030,instrumental,colateral,1,4,,4.c,Lima Metropolitana,doce_supe,0.4314421111815854,0.3855436118025528,0.9
